TEMA,FRASE,USADA,FECHA_USADA
ANSIEDAD,El miedo es el camino hacia el lado oscuro. — Yoda (Filosofía pop).,FALSE,
ANSIEDAD,"La realidad es aquello que, incluso cuando dejas de creer en ello, no desaparece. — Philip K. Dick.",FALSE,
ANSIEDAD,"La ansiedad es un maestro estricto, pero un maestro al fin.",FALSE,
ANSIEDAD,Aprender a dejar ir es la clave de la libertad.,FALSE,
ANSIEDAD,"Todo pasa, nada queda.",FALSE,
ANSIEDAD,"La vida es cambio, la resistencia es dolor.",FALSE,
ANSIEDAD,Nuestros pensamientos son los arquitectos de nuestro destino.,FALSE,
ANSIEDAD,"La imaginación es una herramienta, no dejes que sea tu carcelera.",FALSE,
ANSIEDAD,El ruido exterior no es nada comparado con el ruido interior.,FALSE,
ANSIEDAD,La ansiedad es el parásito de la anticipación.,FALSE,
ANSIEDAD,"No somos lo que pensamos, somos los que observan los pensamientos.",FALSE,
ANSIEDAD,Domina tus sentidos y dominarás tu miedo.,FALSE,
ANSIEDAD,La claridad mental es el resultado del desapego emocional.,FALSE,
ANSIEDAD,Preocuparse es como pagar una deuda que no debes.,FALSE,
ANSIEDAD,"La mente es un excelente servidor, pero un amo terrible.",FALSE,
ANSIEDAD,El silencio es el lenguaje de la paz.,FALSE,
ANSIEDAD,"Acepta lo que es, deja ir lo que fue, ten fe en lo que será.",FALSE,
ANSIEDAD,Tu respiración es tu ancla en la tormenta.,FALSE,
ANSIEDAD,"La vulnerabilidad no es debilidad, es nuestra mayor medida de coraje. — Brené Brown.",FALSE,
ANSIEDAD,"No puedes detener las olas, pero puedes aprender a surfear. — Jon Kabat-Zinn.",FALSE,
ANSIEDAD,La alegría de vivir viene de encuentros con nuevas experiencias. — Christopher McCandless.,FALSE,
ANSIEDAD,Sé aquí ahora. — Ram Dass.,FALSE,
ANSIEDAD,Cada mañana nacemos de nuevo. Lo que hacemos hoy es lo que más importa.,FALSE,
ANSIEDAD,"La cura para todo es siempre agua salada: el sudor, las lágrimas o el mar. — Isak Dinesen.",FALSE,
ANSIEDAD,Mira hacia las estrellas y no hacia tus pies. — Stephen Hawking.,FALSE,
ANSIEDAD,La única salida es a través. — Robert Frost.,FALSE,
ANSIEDAD,La felicidad no es algo hecho. Viene de tus propias acciones. — Dalai Lama.,FALSE,
ANSIEDAD,El universo no tiene la obligación de tener sentido para ti. — Neil deGrasse Tyson.,FALSE,
ANSIEDAD,"Haz lo que puedas, con lo que tengas, donde estés. — Theodore Roosevelt.",FALSE,
ANSIEDAD,Un viaje de mil millas comienza con un solo paso. — Lao Tzu.,FALSE,
ANSIEDAD,No dejes que lo que no puedes hacer interfiera con lo que puedes hacer.,FALSE,
ANSIEDAD,La simplicidad es la máxima sofisticación. — Da Vinci.,FALSE,
ANSIEDAD,La vida es 10% lo que te pasa y 90% cómo reaccionas.,FALSE,
ANSIEDAD,Tu hogar es tu mente; asegúrate de que sea un lugar agradable para vivir.,FALSE,
ANSIEDAD,La ansiedad susurra mentiras sobre el futuro; la verdad grita en el presente.,FALSE,
ANSIEDAD,Esto también pasará. — Leyenda sufí.,FALSE,
SALUD,Que tu alimento sea tu medicina y tu medicina tu alimento. – Hipócrates,FALSE,
SALUD,La salud es la mayor de las bendiciones humanas. – Hipócrates,FALSE,
SALUD,Mente sana en cuerpo sano. – Juvenal,FALSE,
SALUD,Parte de la curación está en la voluntad de sanar. – Séneca,FALSE,
SALUD,"La salud no es un bien que se posee, sino una armonía que se mantiene. – Plotino",FALSE,
SALUD,"El médico cura, la naturaleza sana. – Aristóteles",FALSE,
SALUD,No se puede curar el cuerpo sin curar el alma. – Sócrates,FALSE,
SALUD,"La enfermedad es un impedimento para el cuerpo, pero no para la voluntad. – Epicteto",TRUE,2026-03-09
SALUD,Nada es tan perjudicial para la salud como el cambio frecuente de remedios. – Séneca,FALSE,
SALUD,"La vida no es solo vivir, sino estar bien. – Marcial",FALSE,
SALUD,"La brevedad de la vida no es el problema, sino el desperdicio de la salud. – Séneca",FALSE,
SALUD,"El que tiene salud tiene esperanza; y el que tiene esperanza, lo tiene todo. – Proverbio Árabe",FALSE,
SALUD,La salud es la medida de la libertad. – Pericles,FALSE,
SALUD,No hay placer que valga si el cuerpo sufre. – Epicuro,FALSE,
SALUD,El exceso en la comida es el enemigo de la vida. – Cicerón,FALSE,
SALUD,La templanza es la mejor medicina. – Platón,FALSE,
SALUD,Un cuerpo débil debilita el espíritu. – Jean-Jacques Rousseau (influencia clásica),FALSE,
SALUD,La salud es el silencio de los órganos. – René Leriche,FALSE,
SALUD,Cuida tu cuerpo; es el único lugar que tienes para vivir. – Anónimo,FALSE,
SALUD,La mejor medicina de todas es enseñarle a la gente cómo no necesitarla. – Hipócrates,FALSE,
SALUD,La salud es la mayor posesión. – Lao Tse,FALSE,
SALUD,"Mantener el cuerpo en buena salud es un deber; de lo contrario, no podremos mantener nuestra mente fuerte y clara. – Buda",FALSE,
SALUD,El hombre sabio debería considerar que la salud es la mayor de las bendiciones humanas. – Buda,FALSE,
SALUD,La tensión es quien crees que deberías ser. La relajación es quien eres. – Proverbio Chino,FALSE,
SALUD,Un viaje de mil millas comienza con un solo paso hacia el bienestar. – Lao Tse,FALSE,
SALUD,"La salud es el regalo más grande, la satisfacción la mayor riqueza. – Buda",FALSE,
SALUD,"Donde hay paz y meditación, no hay ansiedad ni duda. – Francisco de Asís",FALSE,
SALUD,El cuerpo es el templo del espíritu. – Proverbio Hindú,FALSE,
SALUD,"Quien gana salud, gana tiempo. – Proverbio Chino",FALSE,
SALUD,"La mente es el maestro, el cuerpo es el sirviente. – Dhammapada",FALSE,
SALUD,La verdadera curación es el retorno a la unidad. – Tao Te Ching,FALSE,
SALUD,El agua que corre nunca se estanca; el cuerpo que se mueve nunca se enferma. – Proverbio Chino,FALSE,
SALUD,"La salud no se compra, se cultiva. – Confucio",FALSE,
SALUD,"La enfermedad entra por la boca, pero sale por la mente. – Proverbio Zen",FALSE,
SALUD,Estar en armonía con el Tao es la salud suprema. – Zhuangzi,FALSE,
SALUD,La risa es el mejor desinfectante del alma. – Proverbio Oriental,FALSE,
SALUD,"Si no cuidas tu salud hoy, mañana tendrás que cuidar tu enfermedad. – Proverbio Chino",FALSE,
SALUD,El silencio es el sueño que nutre la sabiduría. – Francis Bacon,FALSE,
SALUD,La paciencia es la raíz de la salud. – Proverbio Japonés,FALSE,
SALUD,No busques la salud fuera de ti mismo. – Dogen,FALSE,
SALUD,La salud es ese estado en el que el individuo se siente libre de obstáculos. – Immanuel Kant,FALSE,
SALUD,La mayor de las locuras es sacrificar la salud por cualquier otro tipo de felicidad. – Arthur Schopenhauer,FALSE,
SALUD,He decidido ser feliz porque es bueno para la salud. – Voltaire,FALSE,
SALUD,La salud es la armonía de la vida dentro de nosotros. – Ralph Waldo Emerson,FALSE,
SALUD,"Un cuerpo sano es la habitación del alma; uno enfermo, su prisión. – Francis Bacon",FALSE,
SALUD,La salud es la primera riqueza. – Ralph Waldo Emerson,FALSE,
SALUD,La enfermedad es el campo de batalla de la vida. – Friedrich Nietzsche,FALSE,
SALUD,"Aquel que tiene un 'porqué' para vivir, puede soportar casi cualquier 'cómo'. – Viktor Frankl",FALSE,
SALUD,La salud es una relación entre tú y tu cuerpo. – Terry Guillemets,FALSE,
SALUD,"Lo que no me mata, me hace más fuerte. – Friedrich Nietzsche",FALSE,
SALUD,La salud es el equilibrio entre el hombre y su entorno. – Karl Marx,FALSE,
SALUD,El hombre gasta su salud para ganar dinero y luego gasta su dinero para recuperar su salud. – Dalai Lama,FALSE,
SALUD,La verdadera salud es la capacidad de vivir plenamente la propia vida. – Michel Foucault,FALSE,
SALUD,No es señal de salud estar bien adaptado a una sociedad profundamente enferma. – Jiddu Krishnamurti,FALSE,
SALUD,La salud es la libertad de ser quien eres. – Sartre,FALSE,
SALUD,"Para disfrutar de una buena salud, uno debe ser humilde. – Dostoievski",FALSE,
SALUD,La medicina es el arte de acompañar al paciente mientras la naturaleza cura. – Voltaire,FALSE,
SALUD,La salud es la base de toda virtud. – Thomas Jefferson,FALSE,
SALUD,"Sin salud, la vida no es vida; es solo un estado de languidez. – François Rabelais",FALSE,
SALUD,"La salud es un estado de completa armonía física, mental y social. – OMS (Definición filosófica moderna)",FALSE,
SALUD,Tus pensamientos son los arquitectos de tu destino físico. – David Viscott,FALSE,
SALUD,El corazón alegre es la mejor medicina. – Proverbio Bíblico,FALSE,
SALUD,La enfermedad es el grito del alma que no ha sido escuchada. – C.G. Jung,FALSE,
SALUD,"La curación es un proceso, no un evento. – Anne Wilson Schaef",FALSE,
SALUD,Nuestros cuerpos son nuestros jardines; nuestras voluntades son los jardineros. – William Shakespeare,FALSE,
SALUD,"La mente tiene una gran influencia sobre el cuerpo, y las enfermedades a menudo tienen allí su origen. – Molière",FALSE,
SALUD,La salud no es algo que simplemente te sucede; es algo que tú creas. – Deepak Chopra,FALSE,
SALUD,El síntoma es solo el mensajero. – Anónimo,FALSE,
SALUD,"Para cambiar el cuerpo, primero debes cambiar la mente. – Platón",FALSE,
SALUD,El cuerpo nunca miente. – Martha Graham,FALSE,
SALUD,La salud es la integración del alma con el cuerpo. – Stefan Zweig,FALSE,
SALUD,Sentirse bien es la forma más alta de inteligencia. – Anónimo,FALSE,
SALUD,El miedo es el mayor enemigo de la salud. – Mahatma Gandhi,FALSE,
SALUD,La calma es la base de la vitalidad. – Alejandro Jodorowsky,FALSE,
SALUD,"La salud mental es tan importante como la física, porque el cerebro es el motor del cuerpo. – Anónimo",FALSE,
SALUD,Una mala actitud es como un neumático pinchado; no puedes ir a ningún lado hasta que lo cambies. – Anónimo,FALSE,
SALUD,"El estrés es la basura de la vida moderna; todos la generamos, pero si no la eliminas, te consume. – Terri Guillemets",FALSE,
SALUD,La salud es un estado de paz interior. – Wayne Dyer,FALSE,
SALUD,"Toda curación es, en última instancia, curación espiritual. – Mary Baker Eddy",FALSE,
SALUD,La risa es el sol que ahuyenta el invierno del rostro humano. – Victor Hugo,FALSE,
SALUD,"Aquel que no tiene tiempo para el ejercicio, tendrá que encontrar tiempo para la enfermedad. – Edward Stanley",FALSE,
SALUD,La salud es como el dinero: nunca tenemos una idea real de su valor hasta que la perdemos. – Josh Billings,FALSE,
SALUD,Dormir es la cadena de oro que une la salud y nuestros cuerpos. – Thomas Dekker,FALSE,
SALUD,La mejor medicina es el descanso y el ayuno. – Benjamin Franklin,FALSE,
SALUD,Caminar es la mejor medicina del hombre. – Hipócrates,FALSE,
SALUD,La salud es el resultado de la disciplina. – Aristóteles,FALSE,
SALUD,La moderación es el hilo de seda que corre a través de la perla de todas las virtudes. – Joseph Hall,FALSE,
SALUD,"Come poco, cena menos; que la salud de todo el cuerpo se fragua en la oficina del estómago. – Miguel de Cervantes",FALSE,
SALUD,La salud es el ahorro de la vida. – Proverbio Popular,FALSE,
SALUD,Un exterior saludable comienza desde el interior. – Robert Urich,FALSE,
SALUD,"La salud es un derecho, pero también una responsabilidad. – Anónimo",FALSE,
SALUD,No esperes a estar enfermo para valorar la salud. – Anónimo,FALSE,
SALUD,"La vida es corta, pero la mala salud la hace parecer larga. – Anónimo",FALSE,
SALUD,La salud es la música del cuerpo. – Anónimo,FALSE,
SALUD,El cuerpo es una máquina perfecta si el operario es sabio. – Anónimo,FALSE,
SALUD,"La salud no es el destino, es el vehículo para llegar a tus sueños. – Anónimo",FALSE,
SALUD,La prevención vale más que mil curas. – Erasmo de Rotterdam,FALSE,
SALUD,El optimismo es el mejor tónico. – Anónimo,FALSE,
SALUD,La salud es la poesía de la vida biológica. – Anónimo,FALSE,
SALUD,Ama a tu cuerpo para que tu alma quiera habitar en él. – Anónimo,FALSE,
EXITO,El éxito es la capacidad de ir de fracaso en fracaso sin perder el entusiasmo. – Winston Churchill.,FALSE,
EXITO,"No importa qué tan lento vayas, siempre y cuando no te detengas. – Confucio.",FALSE,
EXITO,"Nuestra mayor gloria no está en no caer nunca, sino en levantarnos cada vez que caemos. – Confucio.",FALSE,
EXITO,El éxito es 1% inspiración y 99% transpiración. – Thomas Edison.,FALSE,
EXITO,La caída no es un fracaso. El fracaso es quedarse donde uno se cayó. – Sócrates.,FALSE,
EXITO,El hombre que mueve montañas empieza apartando piedrecitas. – Proverbio Chino.,FALSE,
EXITO,"Para tener éxito, primero debemos creer que podemos. – Nikos Kazantzakis.",FALSE,
EXITO,"El éxito no es el final, el fracaso no es fatal: es el valor para continuar lo que cuenta. – Winston Churchill.",FALSE,
EXITO,La perseverancia es el trabajo duro que haces después de cansarte del trabajo duro que ya hiciste. – Newt Gingrich.,FALSE,
EXITO,Solo aquellos que se atreven a fracasar a lo grande pueden lograr mucho. – Robert F. Kennedy.,FALSE,
EXITO,"No intentes convertirte en un hombre de éxito, sino en un hombre de valor. – Albert Einstein.",FALSE,
EXITO,"El éxito consiste en obtener lo que se desea. La felicidad, en disfrutar lo que se obtiene. – Ralph Waldo Emerson.",FALSE,
EXITO,"Un hombre es un éxito si se levanta por la mañana y se acuesta por la noche, y entre medias hace lo que quiere hacer. – Bob Dylan.",FALSE,
EXITO,El éxito no es la clave de la felicidad. La felicidad es la clave del éxito. – Albert Schweitzer.,FALSE,
EXITO,"Si no diseñas tu propio plan de vida, es probable que caigas en el plan de otra persona. – Jim Rohn.",FALSE,
EXITO,El éxito es simplemente la aplicación diaria de la disciplina. – Jim Rohn.,FALSE,
EXITO,¿Qué es el éxito? Reír mucho y a menudo; ganar el respeto de personas inteligentes. – Ralph Waldo Emerson.,FALSE,
EXITO,El verdadero éxito es la superación de uno mismo. – Séneca.,FALSE,
EXITO,No hay éxito sin integridad. – Napoleon Hill.,FALSE,
EXITO,El éxito es la realización progresiva de un ideal digno. – Earl Nightingale.,FALSE,
EXITO,La felicidad de tu vida depende de la calidad de tus pensamientos. – Marco Aurelio.,FALSE,
EXITO,El impedimento para la acción avanza la acción. Lo que se interpone en el camino se convierte en el camino. – Marco Aurelio.,FALSE,
EXITO,"No es que tengamos poco tiempo, es que perdemos mucho. – Séneca.",FALSE,
EXITO,"Si quieres ser rico, no te afanes en aumentar tus bienes, sino en disminuir tu codicia. – Epicuro.",FALSE,
EXITO,La mejor venganza es ser diferente a quien causó el daño. – Marco Aurelio.,FALSE,
EXITO,Ningún hombre es libre si no es dueño de sí mismo. – Epicteto.,FALSE,
EXITO,"La riqueza no consiste en tener grandes posesiones, sino en tener pocas necesidades. – Epicteto.",FALSE,
EXITO,El éxito externo es un 'indiferente preferido'; la virtud es el único bien real. – Zenón de Citio.,FALSE,
EXITO,"No busques que los eventos sucedan como quieres, sino desea que sucedan como suceden. – Epicteto.",FALSE,
EXITO,La suerte es lo que sucede cuando la preparación se encuentra con la oportunidad. – Séneca.,FALSE,
EXITO,Saber no es suficiente; debemos aplicar. Querer no es suficiente; debemos hacer. – Johann Wolfgang von Goethe.,FALSE,
EXITO,El éxito es hijo de la audacia. – Benjamin Disraeli.,FALSE,
EXITO,"Solo se vive una vez, pero si lo haces bien, una vez es suficiente. – Mae West.",FALSE,
EXITO,El futuro depende de lo que hagas hoy. – Mahatma Gandhi.,FALSE,
EXITO,"Haz lo que puedas, con lo que tengas, donde estés. – Theodore Roosevelt.",FALSE,
EXITO,La mejor manera de predecir el futuro es creándolo. – Peter Drucker.,FALSE,
EXITO,El riesgo más grande es no correr ningún riesgo. – Mark Zuckerberg (filosofía moderna).,FALSE,
EXITO,Inicia donde estás. Usa lo que tienes. Haz lo que puedes. – Arthur Ashe.,FALSE,
EXITO,La acción es la clave fundamental de todo éxito. – Pablo Picasso.,FALSE,
EXITO,El camino hacia el éxito siempre está en construcción. – Lily Tomlin.,FALSE,
EXITO,"Tanto si piensas que puedes como si piensas que no puedes, tienes razón. – Henry Ford.",FALSE,
EXITO,La mente es todo. Te conviertes en lo que piensas. – Buda.,FALSE,
EXITO,"El éxito es un estado mental. Si quieres éxito, empieza a pensar en ti mismo como un éxito. – Joyce Brothers.",FALSE,
EXITO,Cambia tus pensamientos y cambiarás tu mundo. – Norman Vincent Peale.,FALSE,
EXITO,"El éxito no es para los que creen que pueden, sino para los que saben que pueden. – Anónimo.",FALSE,
EXITO,Nuestra vida es lo que nuestros pensamientos crean. – Marco Aurelio.,FALSE,
EXITO,La confianza en sí mismo es el primer secreto del éxito. – Ralph Waldo Emerson.,FALSE,
EXITO,Un hombre sabio creará más oportunidades de las que encuentra. – Francis Bacon.,FALSE,
EXITO,El entusiasmo es el motor del éxito. – Napoléon Bonaparte.,FALSE,
EXITO,Aquel que tiene un porqué para vivir se puede enfrentar a todos los cómos. – Friedrich Nietzsche.,FALSE,
EXITO,"Somos lo que hacemos repetidamente. La excelencia, entonces, no es un acto, sino un hábito. – Aristóteles.",FALSE,
EXITO,"La raíz de la educación es amarga, pero sus frutos son dulces. – Aristóteles.",FALSE,
EXITO,El placer en el trabajo pone la perfección en el trabajo. – Aristóteles.,FALSE,
EXITO,El éxito es la recompensa del esfuerzo bien dirigido. – Aristóteles (parafraseado).,FALSE,
EXITO,No basta con ganar la guerra; es más importante organizar la paz. – Aristóteles.,FALSE,
EXITO,"La inteligencia consiste no solo en el conocimiento, sino también en la destreza de aplicar los conocimientos en la práctica. – Aristóteles.",FALSE,
EXITO,"La victoria tiene muchas madres, pero la derrota es huérfana. – John F. Kennedy.",FALSE,
EXITO,"Donde tus talentos y las necesidades del mundo se cruzan, ahí está tu vocación. – Aristóteles.",FALSE,
EXITO,"La calidad no es un acto, es un hábito. – Aristóteles.",FALSE,
EXITO,"El ignorante afirma, el sabio duda y reflexiona. – Aristóteles.",FALSE,
EXITO,"Para evitar la crítica, no digas nada, no hagas nada, no seas nada. – Elbert Hubbard.",FALSE,
EXITO,El éxito es la mejor venganza. – Frank Sinatra.,FALSE,
EXITO,"Si quieres alcanzar la excelencia, puedes llegar allí hoy mismo. A partir de este segundo, deja de hacer un trabajo menos que excelente. – Thomas J. Watson.",FALSE,
EXITO,"El éxito atrae a los amigos, el fracaso los pone a prueba. – Publio Siro.",FALSE,
EXITO,"No conozco la clave del éxito, pero la clave del fracaso es tratar de complacer a todo el mundo. – Bill Cosby.",FALSE,
EXITO,"Un líder es alguien que conoce el camino, recorre el camino y muestra el camino. – John C. Maxwell.",FALSE,
EXITO,El éxito es un maestro terrible. Seduce a la gente inteligente a pensar que no pueden perder. – Bill Gates.,FALSE,
EXITO,El mayor error que puedes cometer en la vida es el miedo continuo a que cometerás uno. – Elbert Hubbard.,FALSE,
EXITO,"A menudo, el éxito se logra por aquellos que no saben que el fracaso es inevitable. – Coco Chanel.",FALSE,
EXITO,"La gente juzga el éxito por lo que ven, no por lo que sacrificaste. – Anónimo.",FALSE,
EXITO,El éxito sin honor es un plato sazonado que no quita el hambre. – Guadalupe Nettel.,FALSE,
EXITO,"Tu tiempo es limitado, así que no lo desperdicies viviendo la vida de alguien más. – Steve Jobs.",FALSE,
EXITO,El único lugar donde el éxito viene antes que el trabajo es en el diccionario. – Vidal Sassoon.,FALSE,
EXITO,El sentido de la vida es encontrar tu don. El propósito de la vida es entregarlo. – Pablo Picasso.,FALSE,
EXITO,"No cuentes los días, haz que los días cuenten. – Muhammad Ali.",FALSE,
EXITO,El éxito es dejar el mundo un poco mejor. – Bessie Anderson Stanley.,FALSE,
EXITO,Vive como si fueras a morir mañana. Aprende como si fueras a vivir siempre. – Mahatma Gandhi.,FALSE,
EXITO,"La pregunta no es quién me va a dejar, sino quién me va a detener. – Ayn Rand.",FALSE,
EXITO,"El éxito no es cuánto dinero tienes, sino la diferencia que marcas en la vida de las personas. – Michelle Obama.",FALSE,
EXITO,Haz lo que amas y el dinero seguirá. – Marsha Sinetar.,FALSE,
EXITO,"El hombre está condenado a ser libre; porque una vez lanzado al mundo, él es responsable de todo lo que hace. – Jean-Paul Sartre.",FALSE,
EXITO,La libertad es lo que haces con lo que te han hecho. – Jean-Paul Sartre.,FALSE,
EXITO,"En medio del invierno, aprendí por fin que había en mí un verano invencible. – Albert Camus.",FALSE,
EXITO,"El éxito no se mide por lo que logras, sino por la oposición que has encontrado. – Orison Swett Marden.",FALSE,
EXITO,Cada dificultad superada es un éxito acumulado. – Anónimo.,FALSE,
EXITO,La vida es un 10% lo que me pasa y un 90% cómo reacciono a ello. – Charles Swindoll.,FALSE,
EXITO,"No busques el camino rápido, busca el camino correcto. – Anónimo.",FALSE,
EXITO,Ser uno mismo en un mundo que constantemente intenta hacerte otra cosa es el mayor logro. – Ralph Waldo Emerson.,FALSE,
EXITO,"El éxito es el resultado de la preparación, el trabajo duro y aprender del fracaso. – Colin Powell.",FALSE,
EXITO,"Para tener éxito, tu deseo de éxito debe ser mayor que tu miedo al fracaso. – Bill Cosby.",FALSE,
EXITO,"Veni, Vidi, Vici (Vine, vi, vencí). – Julio César.",FALSE,
EXITO,Sapere Aude (Atrévete a saber). – Immanuel Kant.,FALSE,
EXITO,"El éxito es un viaje, no un destino. – Ben Sweetland.",FALSE,
EXITO,"Si puedes soñarlo, puedes hacerlo. – Walt Disney.",FALSE,
EXITO,La disciplina es el puente entre metas y logros. – Jim Rohn.,FALSE,
EXITO,El éxito es simplemente nunca rendirse. – Anónimo.,FALSE,
EXITO,Menos es más. – Ludwig Mies van der Rohe.,FALSE,
EXITO,"Pienso, luego existo. – René Descartes (el éxito de la conciencia).",FALSE,
EXITO,Todo lo que siempre has querido está al otro lado del miedo. – George Addair.,FALSE,
EXITO,El éxito es despertar cada mañana con el alma en paz. – Anónimo.,FALSE,
FELICIDAD,Aristóteles: La felicidad depende de nosotros mismos.,FALSE,
FELICIDAD,"Aristóteles: La felicidad es el significado y el propósito de la vida, todo el objetivo y el fin de la existencia humana.",FALSE,
FELICIDAD,"Sócrates: El secreto de la felicidad no se encuentra en la búsqueda de más, sino en el desarrollo de la capacidad para disfrutar de menos.",FALSE,
FELICIDAD,"Platón: El hombre que hace que todo lo que lleve a la felicidad dependa de él mismo, y no de los demás, ha adoptado el mejor plan para vivir feliz.",FALSE,
FELICIDAD,"Epicuro: No es lo que tenemos, sino lo que disfrutamos, lo que constituye nuestra abundancia.",FALSE,
FELICIDAD,"Epicuro: El que no considera lo que tiene como la riqueza más grande, es desdichado, aunque sea el dueño del mundo.",FALSE,
FELICIDAD,"Séneca: La verdadera felicidad es disfrutar del presente, sin dependencia ansiosa sobre el futuro.",FALSE,
FELICIDAD,"Séneca: Nadie puede vivir felizmente si solo se mira a sí mismo, si lo convierte todo en una cuestión de su propia utilidad.",FALSE,
FELICIDAD,Marco Aurelio: La felicidad de tu vida depende de la calidad de tus pensamientos.,FALSE,
FELICIDAD,"Marco Aurelio: Muy poco se necesita para hacer una vida feliz; está todo dentro de ti mismo, en tu forma de pensar.",FALSE,
FELICIDAD,Epicteto: Solo hay un camino hacia la felicidad y es dejar de preocuparse por las cosas que están más allá del poder de nuestra voluntad.,FALSE,
FELICIDAD,"Epicteto: La felicidad no consiste en adquirir y gozar, sino en no desear nada.",FALSE,
FELICIDAD,"Demócrito: La felicidad no reside en las posesiones, ni en el oro, la felicidad habita en el alma.",FALSE,
FELICIDAD,Pitágoras: No digas que eres feliz antes de que hayas muerto. (Haciendo referencia a la integridad de una vida completa).,FALSE,
FELICIDAD,"Heráclito: Si la felicidad consistiera en los placeres del cuerpo, llamaríamos felices a los bueyes cuando encuentran algarrobas para comer.",FALSE,
FELICIDAD,Buda: No hay camino a la felicidad: la felicidad es el camino.,FALSE,
FELICIDAD,Buda: La paz viene de adentro. No la busques afuera.,FALSE,
FELICIDAD,"Buda: Miles de velas pueden encenderse a partir de una sola, y la vida de esa vela no se acortará. La felicidad nunca disminuye al ser compartida.",FALSE,
FELICIDAD,"Lao Tse: Si estás deprimido, estás viviendo en el pasado. Si estás ansioso, estás viviendo en el futuro. Si estás en paz, estás viviendo en el presente.",FALSE,
FELICIDAD,"Lao Tse: Al darse cuenta de que nada falta, el mundo entero le pertenece a uno.",FALSE,
FELICIDAD,"Confucio: Cuanto más medita el hombre en los buenos pensamientos, mejor será su mundo y el mundo en general.",FALSE,
FELICIDAD,"Confucio: Todos los hombres desean la felicidad, pero pocos la buscan en la moderación.",FALSE,
FELICIDAD,Zhuangzi: La felicidad es la ausencia de la búsqueda de la felicidad.,FALSE,
FELICIDAD,"Rumi: Tu tarea no es buscar el amor, sino simplemente buscar y encontrar todas las barreras dentro de ti que has construido contra él.",FALSE,
FELICIDAD,"Mahatma Gandhi: La felicidad es cuando lo que piensas, lo que dices y lo que haces están en armonía.",TRUE,2026-03-09
FELICIDAD,Jiddu Krishnamurti: La felicidad es extraña; llega cuando no la buscas.,FALSE,
FELICIDAD,"Lin Yutang: Si puedes pasar una tarde perfectamente inútil de una manera perfectamente inútil, has aprendido a vivir.",FALSE,
FELICIDAD,"Kahlil Gibran: Vuestros hijos no son vuestros hijos... ellos vienen a través de ti, pero no de ti. (Sobre la felicidad de la libertad).",FALSE,
FELICIDAD,Sun Tzu: La suprema felicidad es la paz.,FALSE,
FELICIDAD,"Proverbio Zen: Si no puedes encontrar la felicidad en el lugar donde estás, ¿dónde esperas encontrarla?",FALSE,
FELICIDAD,"Immanuel Kant: La felicidad no es un ideal de la razón, sino de la imaginación.",FALSE,
FELICIDAD,"Immanuel Kant: Para ser feliz se necesita algo que hacer, alguien a quien amar y algo que esperar.",FALSE,
FELICIDAD,"Baruch Spinoza: La felicidad no es el premio de la virtud, sino la virtud misma.",FALSE,
FELICIDAD,John Stuart Mill: He aprendido a buscar mi felicidad limitando mis deseos en vez de satisfacerlos.,FALSE,
FELICIDAD,John Stuart Mill: Es mejor ser un ser humano insatisfecho que un cerdo satisfecho; mejor ser Sócrates insatisfecho que un necio satisfecho.,FALSE,
FELICIDAD,"David Hume: La felicidad de la vida consiste en tener siempre algo que hacer, alguien a quien amar y algo que esperar. (Coincidiendo con Kant).",FALSE,
FELICIDAD,Voltaire: He decidido ser feliz porque es bueno para la salud.,FALSE,
