TEMA,FRASE,USADA,FECHA_USADA
FELICIDAD,"Voltaire: Buscamos la felicidad, pero sin saber dónde, como los borrachos buscan su casa, sabiendo que tienen una.",FALSE,
FELICIDAD,Jean-Jacques Rousseau: El dinero que se tiene es el instrumento de la libertad; el que se busca es el de la servidumbre.,FALSE,
FELICIDAD,Blaise Pascal: Todos los hombres buscan ser felices. Esto no tiene excepción.,FALSE,
FELICIDAD,"Blaise Pascal: La felicidad es un artículo de maravilla: cuanto más se da, más le queda a uno.",FALSE,
FELICIDAD,"Montesquieu: Si solo quisiéramos ser felices, sería fácil; pero queremos ser más felices que los demás.",FALSE,
FELICIDAD,"Thomas Jefferson: No es la riqueza ni el esplendor, sino la tranquilidad y el trabajo los que proporcionan la felicidad.",FALSE,
FELICIDAD,Denis Diderot: Solo hay un deber y es el de ser feliz.,FALSE,
FELICIDAD,Gottfried Leibniz: Amar es encontrar la propia felicidad en la felicidad de otro.,FALSE,
FELICIDAD,"Friedrich Nietzsche: La felicidad es el sentimiento de que el poder crece, de que una resistencia ha sido superada.",FALSE,
FELICIDAD,"Friedrich Nietzsche: El destino de los hombres está hecho de momentos felices, toda la vida no los tiene, pero sí momentos felices.",FALSE,
FELICIDAD,Arthur Schopenhauer: La felicidad consiste en la repetición frecuente del placer.,FALSE,
FELICIDAD,"Arthur Schopenhauer: Es difícil encontrar la felicidad dentro de uno mismo, pero es imposible encontrarla en otro lugar.",FALSE,
FELICIDAD,"Arthur Schopenhauer: Nuestra felicidad depende de lo que somos, de nuestra individualidad, mientras que a menudo solo tenemos en cuenta nuestro destino.",FALSE,
FELICIDAD,"Søren Kierkegaard: La puerta de la felicidad se abre hacia fuera; quien trata de derribarla hacia dentro, la cierra.",FALSE,
FELICIDAD,Søren Kierkegaard: La mayoría de los hombres persiguen el placer con tal premura que pasan de largo por delante de la felicidad.,FALSE,
FELICIDAD,Albert Camus: Nunca serás feliz si sigues buscando en qué consiste la felicidad. Nunca vivirás si buscas el significado de la vida.,FALSE,
FELICIDAD,"Albert Camus: Pero, ¿qué es la felicidad sino la sencilla armonía entre un hombre y la vida que lleva?",FALSE,
FELICIDAD,"Jean-Paul Sartre: La felicidad no es hacer lo que uno quiere, sino querer lo que uno hace.",FALSE,
FELICIDAD,"Simone de Beauvoir: En sí misma, la homosexualidad es tan limitante como la heterosexualidad: lo ideal debería ser capaz de amar a una mujer o a un hombre; a cualquier ser humano, sin sentir miedo, inhibición o obligación. (Sobre la felicidad de la autenticidad).",FALSE,
FELICIDAD,Ralph Waldo Emerson: Por cada minuto que estás enojado pierdes sesenta segundos de felicidad.,FALSE,
FELICIDAD,"Henry David Thoreau: La felicidad es como una mariposa; cuanto más la persigues, más se te escapa. Pero si te sientas tranquilamente, puede posarse sobre ti.",FALSE,
FELICIDAD,Fiódor Dostoyevski: El hombre es infeliz porque no sabe que es feliz. Eso es todo.,FALSE,
FELICIDAD,"Leo Tolstoy: Si quieres ser feliz, sé.",FALSE,
FELICIDAD,"Bertrand Russell: De todas las formas de precaución, la precaución en el amor es quizás la más fatal para la verdadera felicidad.",FALSE,
FELICIDAD,Bertrand Russell: La felicidad que es puramente física y personal no es de mucha importancia.,FALSE,
FELICIDAD,Viktor Frankl: La felicidad no puede ser perseguida; debe ser una consecuencia de vivir una vida con sentido.,FALSE,
FELICIDAD,Viktor Frankl: A un hombre se le puede quitar todo excepto una cosa: la última de las libertades humanas —la elección de la actitud personal ante un conjunto de circunstancias—.,FALSE,
FELICIDAD,Erich Fromm: La felicidad es el indicador de que el hombre ha encontrado la respuesta al problema de la existencia humana.,FALSE,
FELICIDAD,Hannah Arendt: La felicidad pública consiste en el derecho del ciudadano a acceder a la esfera pública.,FALSE,
FELICIDAD,José Ortega y Gasset: Felicidad es la vida dedicada a ocupaciones para las cuales cada hombre tiene vocación.,FALSE,
FELICIDAD,Jorge Luis Borges: He cometido el peor pecado que un hombre puede cometer. No he sido feliz.,FALSE,
FELICIDAD,Aldous Huxley: La felicidad no se logra mediante la búsqueda consciente de la felicidad; es generalmente el subproducto de otras actividades.,FALSE,
FELICIDAD,C.S. Lewis: La alegría es el negocio serio del cielo.,FALSE,
FELICIDAD,Michel Foucault: No me preguntes quién soy y no me pidas que permanezca invariable. (La felicidad como cambio).,FALSE,
FELICIDAD,"Zygmunt Bauman: En una sociedad de consumo, la felicidad es el estado de estar en el proceso de comprar. (Crítica).",FALSE,
FELICIDAD,"Albert Einstein: Una mesa, una silla, un cuenco de fruta y un violín; ¿qué más necesita un hombre para ser feliz?",FALSE,
FELICIDAD,"Albert Einstein: Si quieres vivir una vida feliz, átala a una meta, no a personas o cosas.",FALSE,
FELICIDAD,William James: El éxito o el fracaso dependen más de la actitud que de la capacidad.,FALSE,
FELICIDAD,"Anónimo: La felicidad es una dirección, no un lugar.",FALSE,
FELICIDAD,Stendhal: La belleza es una promesa de felicidad.,FALSE,
FELICIDAD,"Oscar Wilde: Algunos causan felicidad allá donde van; otros, siempre que se van.",FALSE,
FELICIDAD,"Oscar Wilde: Vivir es lo más raro del mundo. La mayoría de la gente existe, eso es todo.",FALSE,
FELICIDAD,Mark Twain: La mejor manera de alegrarte a ti mismo es intentar alegrar a alguien más.,FALSE,
FELICIDAD,"Hermann Hesse: La felicidad es amor, nada más. El que sabe amar es feliz.",FALSE,
FELICIDAD,"Franklin D. Roosevelt: La felicidad no reside en la mera posesión de dinero; reside en la alegría del logro, en la emoción del esfuerzo creativo.",FALSE,
FELICIDAD,Helen Keller: Tu éxito y felicidad dependen de ti. Decide mantenerte feliz y tu alegría y tú formaréis un anfitrión invencible contra las dificultades.,FALSE,
FELICIDAD,"Benjamin Franklin: La felicidad humana no se logra con grandes golpes de suerte, que pueden ocurrir raras veces, sino con pequeñas cosas que ocurren todos los días.",FALSE,
FELICIDAD,Ernest Hemingway: La felicidad en la gente inteligente es la cosa más rara que conozco.,FALSE,
FELICIDAD,George Bernard Shaw: No tenemos más derecho a consumir felicidad sin producirla que a consumir riqueza sin producirla.,FALSE,
FELICIDAD,"Winston Churchill: El éxito no es el final, el fracaso no es fatal: es el coraje para continuar lo que cuenta.",FALSE,
FELICIDAD,"Eleanor Roosevelt: Alguien me preguntó una vez cuál creía que era la cualidad más importante para ser feliz, y respondí: 'La capacidad de asombro'.",TRUE,2026-03-09
FELICIDAD,Anatole France: Es mejor entender poco que entender mal.,FALSE,
FELICIDAD,Graham Greene: Siempre hay un momento en la infancia cuando la puerta se abre y deja entrar al futuro.,FALSE,
FELICIDAD,Gabriel García Márquez: No hay medicina que cure lo que no cura la felicidad.,FALSE,
FELICIDAD,"Julio Cortázar: Cada vez que entres en un lugar, no olvides que la felicidad está en los detalles.",FALSE,
FELICIDAD,"Friedrich Schiller: Aquel que ha hecho lo mejor para su tiempo, ha vivido para todos los tiempos.",FALSE,
FELICIDAD,Dalai Lama: La felicidad no es algo que ya esté hecho. Viene de tus propias acciones.,FALSE,
FELICIDAD,"Thich Nhat Hanh: No hay camino hacia la paz, la paz es el camino.",FALSE,
FELICIDAD,Simone Weil: La atención es la forma más rara y pura de generosidad.,FALSE,
FELICIDAD,"Søren Kierkegaard: La vida solo puede ser comprendida mirando hacia atrás, pero debe ser vivida mirando hacia adelante.",FALSE,
FELICIDAD,Sigmund Freud: La ciencia moderna aún no ha producido un medicamento tranquilizador tan eficaz como lo son unas pocas palabras bondadosas.,FALSE,
FELICIDAD,"Wayne Dyer: Si cambias la forma en que miras las cosas, las cosas que miras cambian.",FALSE,
FELICIDAD,Séneca (para cerrar el círculo): Lánguida es la felicidad que no tiene enemigos.,FALSE,
TIEMPO,"Séneca: No es que tengamos poco tiempo, sino que perdemos mucho.",FALSE,
TIEMPO,"Marco Aurelio: El tiempo es un río de eventos que pasan, y su corriente es fuerte.",FALSE,
TIEMPO,Platón: El tiempo es la imagen móvil de la eternidad.,FALSE,
TIEMPO,Aristóteles: El tiempo es la medida del movimiento según el antes y el después.,FALSE,
TIEMPO,Heráclito: Nadie se baña dos veces en el mismo río.,FALSE,
TIEMPO,Séneca: La vida es larga si sabes cómo usarla.,FALSE,
TIEMPO,"Epicuro: El sabio no teme al tiempo, pues el placer no aumenta con la duración.",FALSE,
TIEMPO,Marco Aurelio: No actúes como si fueras a vivir diez mil años. El destino pende sobre ti.,FALSE,
TIEMPO,"Cicerón: El tiempo lo borra todo, pero la verdad permanece.",FALSE,
TIEMPO,Ovidio: El tiempo es el devorador de todas las cosas.,FALSE,
TIEMPO,"Séneca: Mientras esperamos vivir, la vida pasa.",FALSE,
TIEMPO,Plutarco: El tiempo es el más sabio de todos los consejeros.,FALSE,
TIEMPO,Heráclito: El tiempo es un niño que juega a los dados.,FALSE,
TIEMPO,Virgilio: Tempus fugit (El tiempo huye).,FALSE,
TIEMPO,Horacio: Carpe diem (Cosecha el día).,FALSE,
TIEMPO,Jorge Luis Borges: El tiempo es la sustancia de la que estoy hecho.,FALSE,
TIEMPO,Martin Heidegger: El ser es tiempo.,FALSE,
TIEMPO,Jean-Paul Sartre: El hombre es lo que hace con lo que hicieron de él en el tiempo.,FALSE,
TIEMPO,Friedrich Nietzsche: El presente es el punto de encuentro de la eternidad.,FALSE,
TIEMPO,"Søren Kierkegaard: La vida solo puede ser comprendida mirando hacia atrás, pero debe ser vivida hacia adelante.",FALSE,
TIEMPO,Miguel de Unamuno: El tiempo es la sangre de nuestra alma.,FALSE,
TIEMPO,"Albert Camus: No es el futuro lo que nos angustia, sino el deseo de que el presente sea eterno.",FALSE,
TIEMPO,"Borges: El tiempo es un río que me arrebata, pero yo soy el río.",FALSE,
TIEMPO,"Simone de Beauvoir: El tiempo es un flujo que no se detiene, pero que podemos habitar.",FALSE,
TIEMPO,Nietzsche: El eterno retorno: ¿vivirías este instante una y otra vez?.,FALSE,
TIEMPO,Heidegger: La esencia del tiempo es su finitud.,FALSE,
TIEMPO,Sartre: Dios es el único ser que no necesita el tiempo.,FALSE,
TIEMPO,"Borges: El futuro no es lo que va a pasar, sino lo que vamos a hacer.",FALSE,
TIEMPO,Unamuno: Mañana es la mentira con que nos consolamos de hoy.,FALSE,
TIEMPO,"José Ortega y Gasset: Yo soy yo y mi circunstancia, y si no la salvo a ella, no me salvo yo (en el tiempo).",FALSE,
TIEMPO,"Albert Einstein: El tiempo es una ilusión, aunque sea una muy persistente.",FALSE,
TIEMPO,Isaac Newton: El tiempo absoluto fluye de manera uniforme sin relación con nada externo.,FALSE,
TIEMPO,Stephen Hawking: El tiempo comenzó con el Big Bang; no hay un 'antes'.,FALSE,
TIEMPO,Blaise Pascal: El presente nunca es nuestro fin. El pasado y el presente son medios; solo el futuro es nuestro fin.,FALSE,
TIEMPO,"Immanuel Kant: El tiempo no es algo que exista por sí mismo, sino una forma de nuestra percepción.",FALSE,
TIEMPO,Gottfried Leibniz: El tiempo es el orden de las sucesiones.,FALSE,
TIEMPO,Arthur Eddington: La flecha del tiempo apunta hacia el aumento del desorden.,FALSE,
TIEMPO,"Henri Bergson: El tiempo real es la duración vivida, no el tiempo del reloj.",FALSE,
TIEMPO,"Einstein: Cuando cortejas a una chica bella, una hora parece un segundo. Cuando te sientas sobre carbón ardiendo, un segundo parece una hora.",FALSE,
TIEMPO,Carl Sagan: Somos el medio para que el cosmos se conozca a sí mismo a través del tiempo.,FALSE,
TIEMPO,"Baruch Spinoza: La eternidad no es duración, sino una forma del pensamiento.",FALSE,
TIEMPO,David Hume: El tiempo es solo una sucesión de ideas e impresiones.,FALSE,
TIEMPO,Richard Feynman: El tiempo es lo que ocurre cuando no pasa nada más.,FALSE,
TIEMPO,"Stephen Hawking: Incluso si el tiempo se detuviera, el universo seguiría ahí.",FALSE,
TIEMPO,Blaise Pascal: Nuestra naturaleza está en el movimiento; el reposo absoluto es la muerte.,FALSE,
TIEMPO,Buda: El problema es que crees que tienes tiempo.,FALSE,
TIEMPO,"Lao Tsé: La naturaleza no se apresura, sin embargo, todo se logra.",FALSE,
TIEMPO,"Proverbio Zen: Si tienes un ojo en el pasado y otro en el futuro, estarás bizco en el presente.",FALSE,
TIEMPO,"Confucio: No importa lo lento que vayas, siempre y cuando no te detengas.",FALSE,
TIEMPO,"Dōgen: El tiempo mismo es ser, y todo ser es tiempo.",FALSE,
TIEMPO,"Rumi: Ayer era inteligente, por eso quería cambiar el mundo. Hoy soy sabio, por eso me cambio a mí mismo.",FALSE,
TIEMPO,"Lao Tsé: Si estás deprimido, vives en el pasado. Si estás ansioso, vives en el futuro.",FALSE,
TIEMPO,Gandhi: El futuro depende de lo que hagas hoy.,FALSE,
TIEMPO,Proverbio Chino: El mejor momento para plantar un árbol fue hace 20 años. El segundo mejor momento es ahora.,FALSE,
TIEMPO,Krishnamurti: La libertad es encontrarse en el presente sin el peso del pasado.,FALSE,
TIEMPO,"Zhuangzi: El hombre sabio no mide el tiempo, sino la profundidad de sus actos.",FALSE,
TIEMPO,Buda: Cada mañana nacemos de nuevo. Lo que hacemos hoy es lo que más importa.,FALSE,
TIEMPO,Sun Tzu: El tiempo es el recurso más crítico para la victoria.,FALSE,
TIEMPO,Proverbio Japonés: Incluso una piedra de mil años puede ser movida por un solo instante.,FALSE,
TIEMPO,Rabindranath Tagore: No puedes cruzar el mar simplemente mirando el agua.,FALSE,
TIEMPO,"William Shakespeare: El tiempo es muy lento para los que esperan, muy rápido para los que temen.",FALSE,
TIEMPO,Marcel Proust: El tiempo que tenemos a nuestra disposición es elástico.,FALSE,
TIEMPO,Antonio Machado: Hoy es siempre todavía.,FALSE,
TIEMPO,Octavio Paz: El presente es el único tiempo de que disponemos.,FALSE,
TIEMPO,"Victor Hugo: El futuro tiene muchos nombres. Para los débiles es lo inalcanzable. Para los temerosos, lo desconocido. Para los valientes es la oportunidad.",FALSE,
TIEMPO,T.S. Eliot: El tiempo presente y el tiempo pasado están ambos presentes en el tiempo futuro.,FALSE,
TIEMPO,Charles Baudelaire: ¡Oh Tiempo! ¡Devorador de los hombres!.,FALSE,
TIEMPO,Emily Dickinson: Para siempre está compuesto de muchos ahoras.,FALSE,
TIEMPO,"Fedor Dostoievski: El hombre es un animal que se acostumbra a todo, incluso al paso del tiempo.",FALSE,
TIEMPO,"Gabriel García Márquez: El tiempo no pasa, sino que da vueltas en redondo.",FALSE,
TIEMPO,Franz Kafka: El tiempo es un camino que no termina.,FALSE,
TIEMPO,"Lope de Vega: El tiempo lo que no puede, el tiempo lo que no cura.",FALSE,
TIEMPO,Oscar Wilde: La única forma de vencer al tiempo es a través del arte.,FALSE,
TIEMPO,"Virginia Woolf: El tiempo pasa, pero las personas cambian más lento.",FALSE,
TIEMPO,"Pablo Neruda: Nosotros, los de entonces, ya no somos los mismos.",FALSE,
TIEMPO,Benjamin Franklin: El tiempo es dinero.,FALSE,
TIEMPO,Arthur Schopenhauer: La gente común solo piensa en cómo pasar el tiempo; un hombre de talento trata de usarlo.,FALSE,
TIEMPO,"San Agustín: ¿Qué es el tiempo? Si nadie me lo pregunta, lo sé; si quiero explicarlo, no lo sé.",FALSE,
TIEMPO,Francis Bacon: Para dominar la naturaleza hay que obedecerla (y a sus tiempos).,FALSE,
TIEMPO,Thomas Jefferson: No dejes para mañana lo que puedas hacer hoy.,FALSE,
TIEMPO,Erasmo de Rotterdam: El tiempo es el padre de la verdad.,FALSE,
TIEMPO,"Miguel de Cervantes: Confía en el tiempo, que suele dar dulces salidas a muchas amargas dificultades.",FALSE,
TIEMPO,Elias Canetti: El tiempo es la única cosa que no se puede poseer.,FALSE,
TIEMPO,"Milan Kundera: El tiempo no corre, sino que se despliega.",FALSE,
TIEMPO,Hannah Arendt: El perdón es la única manera de revertir el pasado.,FALSE,
TIEMPO,Bertrand Russell: El tiempo que disfrutas perdiendo no es tiempo perdido.,FALSE,
TIEMPO,"Steve Jobs: Tu tiempo es limitado, así que no lo malgastes viviendo la vida de otro.",FALSE,
TIEMPO,"G.K. Chesterton: No hay días aburridos, solo personas que no miran el tiempo con asombro.",FALSE,
TIEMPO,C.S. Lewis: El futuro es algo que cada uno alcanza a un ritmo de sesenta minutos por hora.,FALSE,
TIEMPO,"Baltasar Gracián: Todo lo que realmente nos pertenece es el tiempo; incluso aquel que no tiene nada más, lo tiene.",FALSE,
TIEMPO,"Epicuro: La muerte no nos concierne, pues mientras existimos, ella no está; y cuando ella llega, nosotros ya no somos.",FALSE,
TIEMPO,William Faulkner: El pasado nunca muere. Ni siquiera es pasado.,FALSE,
TIEMPO,"Friedrich Schiller: Tres veces camina el tiempo: lento el futuro, veloz el presente, inmóvil el pasado.",FALSE,
TIEMPO,"Anaximandro: Las cosas perecen según la necesidad, pues se rinden cuentas por sus injusticias según el orden del tiempo.",FALSE,
TIEMPO,Paul Valéry: El problema de nuestro tiempo es que el futuro ya no es lo que solía ser.,FALSE,
TIEMPO,Henry David Thoreau: El tiempo no es sino el río en el que voy a pescar.,TRUE,2026-03-09
TIEMPO,"Emil Cioran: Estamos todos en el fondo de un infierno, cada instante del cual es un milagro.",FALSE,
TIEMPO,"Sigmund Freud: En el inconsciente, el tiempo no existe.",FALSE,
TIEMPO,"Ludwig Wittgenstein: Si por eternidad se entiende no una duración infinita sino la falta de tiempo, entonces vive eternamente quien vive en el presente.",FALSE,
TIEMPO,Anónimo: El tiempo es el único juez que nunca se equivoca.,FALSE,
SOLEDAD,La soledad es la suerte de todos los espíritus excelentes. — Arthur Schopenhauer.,FALSE,
SOLEDAD,Un hombre puede ser él mismo solo mientras esté solo. — Arthur Schopenhauer.,FALSE,
SOLEDAD,La soledad es el lugar donde se encuentran las verdades. — Séneca.,FALSE,
SOLEDAD,"El hombre que no sabe estar solo, no sabe ser libre. — Séneca.",FALSE,
SOLEDAD,"Quien no ama la soledad, no ama la libertad. — Arthur Schopenhauer.",FALSE,
SOLEDAD,La soledad es para el espíritu lo que la dieta es para el cuerpo. — Luc de Clapiers.,FALSE,
SOLEDAD,Vivir solo es el destino de todas las almas grandes. — Aldous Huxley.,FALSE,
SOLEDAD,La soledad es el imperio de la conciencia. — Gustavo Adolfo Bécquer.,FALSE,
SOLEDAD,"En la soledad, el solitario se devora a sí mismo; en la multitud, lo devoran los muchos. — Friedrich Nietzsche.",FALSE,
SOLEDAD,Solo en la soledad se siente la sed de la verdad. — María Zambrano.,FALSE,
SOLEDAD,"Estamos solos, sin excusas. — Jean-Paul Sartre.",FALSE,
SOLEDAD,El infierno son los otros. — Jean-Paul Sartre.,FALSE,
SOLEDAD,"Nacemos solos, vivimos solos, morimos solos. — Orson Welles.",FALSE,
SOLEDAD,La soledad es el fondo último de la condición humana. — Octavio Paz.,FALSE,
SOLEDAD,El hombre está condenado a ser libre. — Jean-Paul Sartre.,FALSE,
SOLEDAD,La verdadera soledad es vivir entre todas estas personas amables que solo te piden que finjas. — Edith Wharton.,FALSE,
SOLEDAD,Sentirse solo entre la gente es la peor forma de soledad. — Fiódor Dostoyevski.,FALSE,
SOLEDAD,La soledad es una forma de libertad que a veces pesa demasiado. — Albert Camus.,FALSE,
SOLEDAD,Nadie puede construir por ti el puente sobre el cual debes cruzar el río de la vida. — Friedrich Nietzsche.,FALSE,
SOLEDAD,Cada uno de nosotros está en una burbuja de soledad. — Jean Baudrillard.,FALSE,
SOLEDAD,La soledad es la presencia de uno mismo. — Mary Sarton.,FALSE,
SOLEDAD,La desolación es la soledad que duele. — Paul Tillich.,FALSE,
SOLEDAD,Nunca encontré una compañera tan sociable como la soledad. — Henry David Thoreau.,FALSE,
SOLEDAD,"Si te sientes solo cuando estás solo, estás en mala compañía. — Jean-Paul Sartre.",FALSE,
SOLEDAD,Estar solo no es lo mismo que estar solitario. — Osho.,FALSE,
SOLEDAD,"La soledad es un estado de plenitud, la desolación es un estado de vacío. — Anthony de Mello.",FALSE,
SOLEDAD,"El solitario es un disminuido, el que sabe estar solo es un hombre completo. — Jiddu Krishnamurti.",FALSE,
SOLEDAD,A veces es necesario retirarse del mundo para poder verlo. — Thomas Merton.,FALSE,
SOLEDAD,La soledad es un jardín donde el alma florece. — Proverbio sufí.,FALSE,
SOLEDAD,No hay nada más solitario que un matrimonio infeliz. — Anónimo.,FALSE,
SOLEDAD,El secreto de una buena vejez no es otra cosa que un pacto honrado con la soledad. — Gabriel García Márquez.,FALSE,
SOLEDAD,La soledad era el aire que ella respiraba. — Gabriel García Márquez.,FALSE,
SOLEDAD,La soledad es muy hermosa... cuando se tiene alguien a quien decírselo. — Gustavo Adolfo Bécquer.,FALSE,
SOLEDAD,Mi soledad no tiene nada que ver con la presencia o ausencia de personas. — James Baldwin.,FALSE,
SOLEDAD,"Escribo para estar solo, y porque estoy solo. — Fernando Pessoa.",FALSE,
SOLEDAD,A veces el silencio es la conversación más profunda. — Paulo Coelho.,FALSE,
SOLEDAD,La soledad es el precio de la libertad. — Carmen Alborch.,FALSE,
SOLEDAD,Todo lo que es grande se hace en la soledad. — Maurice Maeterlinck.,FALSE,
SOLEDAD,"Andábamos sin buscarnos, pero sabiendo que andábamos para encontrarnos. — Julio Cortázar.",FALSE,
SOLEDAD,"Me gusta mi soledad, pero prefiero compartirla contigo. — Jorge Bucay.",FALSE,
SOLEDAD,El silencio es el sueño que nutre la sabiduría. — Francis Bacon.,FALSE,
SOLEDAD,"La palabra es plata, el silencio es oro. — Proverbio antiguo.",FALSE,
SOLEDAD,"En el silencio, el hombre escucha su propia voz. — C.G. Jung.",FALSE,
SOLEDAD,La soledad es el taller de la deidad. — Proverbio hindú.,FALSE,
SOLEDAD,"Quien no comprende tu silencio, probablemente no comprenderá tus palabras. — Elbert Hubbard.",FALSE,
SOLEDAD,La meditación es el arte de estar solo sin sentirse solo. — Osho.,FALSE,
SOLEDAD,El ruido exterior solo oculta el vacío interior. — Blaise Pascal.,FALSE,
SOLEDAD,Todas las desgracias del hombre derivan de no saber quedarse tranquilo en una habitación. — Blaise Pascal.,FALSE,
SOLEDAD,La soledad es el eco de un alma que busca su centro. — Ralph Waldo Emerson.,FALSE,
SOLEDAD,Solo en el silencio puedes escuchar lo que el universo tiene que decirte. — Rumi.,FALSE,
SOLEDAD,Quien es capaz de vivir solo es una bestia o un dios. — Aristóteles.,FALSE,
SOLEDAD,"Retírate dentro de ti mismo, pero primero prepárate para recibirte. — Epicteto.",FALSE,
SOLEDAD,"Busca la soledad, pero no huyas de los hombres. — Marco Aurelio.",FALSE,
SOLEDAD,La felicidad consiste en no necesitar a nadie. — Epicuro.,FALSE,
SOLEDAD,"Aquel que tiene un 'porqué' para vivir, puede soportar casi cualquier 'cómo'. — Viktor Frankl (citando a Nietzsche).",FALSE,
SOLEDAD,La soledad es un refugio para el sabio y una cárcel para el necio. — Proverbio latino.,FALSE,
SOLEDAD,El sabio se basta a sí mismo. — Séneca.,FALSE,
SOLEDAD,"Nada es tan insoportable para el hombre como estar en pleno reposo, sin pasiones, sin quehacer, sin diversión. — Blaise Pascal.",FALSE,
SOLEDAD,"El que se busca a sí mismo en los demás, nunca se encuentra. — Lao Tzu.",FALSE,
SOLEDAD,La quietud es la madre de todas las cosas. — Lao Tzu.,FALSE,
SOLEDAD,La soledad es el hambre del alma por la conexión. — Anónimo.,FALSE,
SOLEDAD,"El peor sentimiento no es estar solo, sino estar olvidado por alguien que no puedes olvidar. — Anónimo.",FALSE,
SOLEDAD,La soledad es un monstruo que devora la esperanza. — Victor Hugo.,FALSE,
SOLEDAD,No hay soledad más triste que la de un hombre sin amigos. — Francis Bacon.,FALSE,
SOLEDAD,La soledad duele cuando no la has elegido. — Erich Fromm.,FALSE,
SOLEDAD,"El hombre es un animal social, y la soledad es su castigo. — Aristóteles.",FALSE,
SOLEDAD,"La soledad es una enfermedad que se cura con amor, pero se previene con amistad. — Anónimo.",FALSE,
SOLEDAD,Morir es estar solo para siempre. — Emily Dickinson.,FALSE,
SOLEDAD,La soledad es el frío del alma. — Friedrich Schiller.,FALSE,
SOLEDAD,"A veces, el vacío es tan grande que no cabe en el pecho. — Anónimo.",FALSE,
SOLEDAD,"Hoy estamos más conectados que nunca, pero más solos que siempre. — Zygmunt Bauman.",FALSE,
SOLEDAD,La soledad electrónica es la más profunda de todas. — Sherry Turkle.,FALSE,
SOLEDAD,El consumo es una forma de llenar el vacío de la soledad. — Erich Fromm.,FALSE,
SOLEDAD,Vivimos en una sociedad de la exposición donde la soledad es vista como un fracaso. — Byung-Chul Han.,FALSE,
SOLEDAD,El individualismo nos ha dejado solos en una multitud. — Gilles Lipovetsky.,FALSE,
SOLEDAD,"La soledad no es la falta de compañía, sino la falta de propósito compartido. — Hannah Arendt.",FALSE,
SOLEDAD,"En las redes sociales, la soledad se disfraza de 'likes'. — Anónimo.",FALSE,
SOLEDAD,La soledad moderna es el silencio entre dos notificaciones. — Anónimo.,FALSE,
SOLEDAD,Nadie está más solo que aquel que siempre está 'disponible'. — Anónimo.,FALSE,
SOLEDAD,La verdadera conexión requiere el riesgo de la soledad. — Thomas Moore.,FALSE,
SOLEDAD,"Sin una gran soledad, ningún trabajo serio es posible. — Pablo Picasso.",FALSE,
SOLEDAD,La creatividad nace del silencio. — Wolfgang Amadeus Mozart.,FALSE,
SOLEDAD,Estar solo es el secreto de la invención; estar solo es cuando nacen las ideas. — Nikola Tesla.,FALSE,
SOLEDAD,El arte es el hijo de la soledad. — Marcel Proust.,FALSE,
SOLEDAD,Solo en la soledad la mente se agudiza. — Isaac Newton.,FALSE,
SOLEDAD,"La inspiración necesita paz, y la paz necesita soledad. — Virginia Woolf.",FALSE,
SOLEDAD,"El genio vive en la soledad, el talento en la sociedad. — Maurice Barrès.",FALSE,
SOLEDAD,La escritura es una soledad compartida. — Marguerite Duras.,FALSE,
SOLEDAD,La música es la soledad que se vuelve sonido. — Anónimo.,FALSE,
SOLEDAD,"Para crear, uno debe ser capaz de estar solo consigo mismo. — Louise Bourgeois.",FALSE,
SOLEDAD,"Soledad: un buen lugar para visitar, pero un mal lugar para quedarse. — Josh Billings.",FALSE,
SOLEDAD,La soledad es el precio de la originalidad.,FALSE,
SOLEDAD,Solo el solitario conoce la verdadera alegría de la compañía.,FALSE,
SOLEDAD,La soledad es el espejo del alma.,FALSE,
SOLEDAD,No temas a la soledad; témele a la mala compañía.,FALSE,
SOLEDAD,La soledad es un maestro severo pero justo.,FALSE,
SOLEDAD,Estar solo es un arte; sentirse solo es una tragedia.,FALSE,
SOLEDAD,La soledad es el puente hacia lo divino.,FALSE,
SOLEDAD,"Quien se tiene a sí mismo, nunca está solo.",FALSE,
SOLEDAD,"La soledad es, al final, nuestro único hogar verdadero.",FALSE,